NOM;ADRESSE;NUMERO;CODE POSTAL;LOCALITE;CATEGORIE;TYPE;TELEPHONE
Henin Pascal;Rue Grimard;212;6061.0;Montignies-sur-Sambre;Banque & Assurance;;(+32) 71.319.746
Milo Motos;Rue Grimard;243;6061.0;Montignies-sur-Sambre;Voiture;Motos;071/325836
Atelier de la Coiffure;Rue Grimard;187;6061.0;Montignies-sur-Sambre;Coiffeur;;071/633353
E5 Mode;Route de la Basse-Sambre;;6061.0;Montignies-sur-Sambre;Mode;;
L'haire atten'tif;Chaussée de Bruxelles;465;6040.0;Jumet;Coiffeur;;071/35 55 95
Carrelages Bruno;Chaussée de Bruxelles;82;6040.0;Jumet;Maison & Décoration;Carrelages;071/34 09 17
Fleurs Laury;Chaussée de Bruxelles;69;6040.0;Jumet;Fleuriste;;071/35 38 55
Histoire du Pain;Place du Ballon;7;6040.0;Jumet;Boulangerie;;
Le Tif 2000;Place Léonce Mayence;15;6040.0;Jumet;Coiffeur;;
L'Artisanale;Rue César de Paepe;59;6040.0;Jumet;Boulangerie;;
De Fil en Aiguille;Rue César de Paepe;103;6040.0;Jumet;Mode;Couture;
Vap'n Cloud;Rue César de Paepe;117;6040.0;Jumet;Autres;Cigarettes électroniques;
Newmode;Rue de Borfilet;1/A;6040.0;Jumet;Mode;;071/35 90 02
Electro Vape;Rue de Gosselies;72 A;6040.0;Jumet;Autres;Cigarettes électroniques;0471/28 69 38
Librairie du Coin;Rue de la Révolution;6;6040.0;Jumet;Librairie;;071/37 55 52
Hode;Rue de la Station;56;6040.0;Jumet;Boulangerie;;071/34 48 50
Maison Turlot;Rue de Marchienne;29 - 31;6040.0;Jumet;Fleuriste;;
Le Magasin des Gens Intelligents;Rue de Marchienne;33;6040.0;Jumet;Solderie;;
Chrysta Flor;Rue de Marchienne;87;6040.0;Jumet;Fleuriste;;
Grandes Distilleries de Charleroi;Rue des Verreries;44 A;6040.0;Jumet;Vins & spiritueux;;071/281170
Bulle d'hair;Rue des Verreries;37;6040.0;Jumet;Coiffeur;;071/85 29 08
Execu-Tifs;Rue François Dewiest;37;6040.0;Jumet;Coiffeur;;
Minceur et Forme;Rue François Dewiest;48;6040.0;Jumet;Bien-être;;071/35 31 39
Vitrerie de la Coupe;Rue Frère Orban;15;6040.0;Jumet;Industrie;Vitrage;0475/45 56 64
LG Coiffure;Rue Puissant;140;6040.0;Jumet;Coiffeur;;0487/60 52 81
Coiffure Luisa;Rue Sohier;76;6040.0;Jumet;Coiffeur;;071/35 93 18
Bruno Carlo;Rue Surlet;2;6040.0;Jumet;Coiffeur;;071/35 79 55
Delbecque Yves;Rue Surlet;15;6040.0;Jumet;Autres;Combustibles;071/35 04 34
Pharmacie Familia;Rue Puissant;36;6040.0;Jumet;Pharmacie;;071/35 34 43
Chez Kezi;Place du Ballon;19/1;6040.0;Jumet;Snack;;0477/419202
Brasserie Mayence;Place Léonce Mayence;14;6040.0;Jumet;Café;;0477/35 59 61
Casa Mario;Rue César de Paepe;123;6040.0;Jumet;Snack;Sandwicherie;
La Bella Vigna;Rue François Dewiest;138;6040.0;Jumet;Café;;071/35 32 19
Gamma;Chaussée de Bruxelles;378;6040.0;Jumet;Grande surface;Bricolage;071/34 23 57
Lidl;Chaussée de Bruxelles;342;6040.0;Jumet;Grande surface;;0800/73 520
Zeeman;Place du Ballon;3;6040.0;Jumet;Grande surface;;071/963665
Trafic;Rue Hubert Bastin;7;6040.0;Jumet;Grande surface;;071/38 77 47
Jardiland;Rue Hubert Bastin;7;6040.0;Jumet;Grande surface;;071/51 88 60
Rallye Pneus;Chaussée de Bruxelles;43;6040.0;Jumet;Voiture;Pneus;
Auto De Clerck;Chaussée de Bruxelles;258;6040.0;Jumet;Voiture;Garagiste;
Aymaz Auto;Chaussée de Bruxelles;371;6040.0;Jumet;Voiture;;071/89 52 03
Live Bet;Chaussée de Bruxelles;403;6040.0;Jumet;Paris sportifs;;
Q8;Chaussée de Bruxelles;417;6040.0;Jumet;Station essence;;071/35 40 13
Gagliano;Chaussée de Bruxelles;275;6040.0;Jumet;Voiture;Carrosserie;071/34 46 84
Chez Therèse - Mario et Fils;Chaussée de Gilly;251;6040.0;Jumet;Alimentation générale;;
MF;Place Albert Ier;6;6040.0;Jumet;Banque & Assurance;;
A. Gomes;Rue Daubresse;35;6040.0;Jumet;Construction;Toiture;071/34 56 33
Ets Albert;Rue de la Station;103;6040.0;Jumet;Construction;Chauffage;0472/26 25 19
Claude De Roo;Rue de Marchienne;25;6040.0;Jumet;Banque & Assurance;;
Au Dewiest;Rue François Dewiest;49;6040.0;Jumet;Alimentation générale;;071/35 69 87
Araguez;Rue Louis Lambert;15;6040.0;Jumet;Construction;Toiture;
Emac;ZI Allée Centrale;76;6040.0;Jumet;Industrie;Menuiserie;071/37 23 23
So Night Lounge Bar;Avenue de Waterloo;26;6000.0;Charleroi;Café;;
La Maison Des Mèches;Avenue de Waterloo;29;6000.0;Charleroi;Coiffeur;;0484/45.76.62
Afro Beauty World;Avenue de Waterloo;41;6000.0;Charleroi;Bien-être;;
Infor @ccess;Avenue de Waterloo;59;6000.0;Charleroi;Informatique;;0472/18.09.32
Boulangerie La Lune;Avenue Jules Hénin;17;6000.0;Charleroi;Boulangerie;;0485/43.10.20
La Récré;Avenue Jules Hénin;30;6000.0;Charleroi;Snack;;071/30.38.40
Ziyat Bazar;Boulevard Paul Janson;18;6000.0;Charleroi;Solderie;;071/79.61.97
Le Fouquet;Boulevard Paul Janson;70;6000.0;Charleroi;Café;;071/96.11.95
Café De La Broucheterre;Place de la Broucheterre;7;6000.0;Charleroi;Café;;
Accord D'âge – Brasserie Félix;Rue de la Neuville;8;6000.0;Charleroi;Café;;071/20.09.00
Institut Moderne D'Orthopédie Demanet;Rue de la Neuville;70-2;6000.0;Charleroi;Bien-être;;071/32.60.51
H'Elo Coiff;Rue du Mambourg;2;6000.0;Charleroi;Coiffeur;;0474/45.55.69
El Halal;Rue du Mambourg;24;6000.0;Charleroi;Boucherie;;071/31.95.32
El Hyani;Rue du Mambourg;62;6000.0;Charleroi;Boucherie;;
Le Code Bar;Rue Fagnart;27;6000.0;Charleroi;Café;;0473/34.19.69
Cyber Call Shop;Rue Zénobe Gramme;2;6000.0;Charleroi;Téléphonie;;
Papeterie Manne;Grand Rue;8;6000.0;Charleroi;Librairie;;071/41.76.98
Océane Lingerie;Boulevard Jacques Bertrand;13;6000.0;Charleroi;Mode;Lingerie;071/79.66.11
Village Carolo;Boulevard Jacques Bertrand;25;6000.0;Charleroi;Café;;
Electro Drink;Boulevard Jacques Bertrand;38;6000.0;Charleroi;Grossiste;Boissons;
El Gringo;Boulevard Jacques Bertrand;72;6000.0;Charleroi;Café;;
Le Coq Hardi;Place Charles II;5;6000.0;Charleroi;Café;;0477/05.05.09
ONGI;Place Charles II;22;6000.0;Charleroi;Mode;Cérémonie;071/30.68.18
S&H Car Wash;Rue Chavannes;10;6000.0;Charleroi;Car-wash;;
Chez Moustache;Rue de France;2;6000.0;Charleroi;Café;;
Boutique Terre;Rue de la Régence;16;6000.0;Charleroi;Mode;Seconde main;071/30.83.25
Electro Media;Rue de la Régence;65;6000.0;Charleroi;Electronique;;071/30.81.17
Demistore;Rue D'Orléans;31;6000.0;Charleroi;Maison & Décoration;Stores;
Coiffure Bisousis;Rue D'Orléans;42;6000.0;Charleroi;Coiffeur;;0497/71.42.51
Coiffeur-barbier « La Classe »;Rue Neuve;3;6000.0;Charleroi;Coiffeur;;
Atelier Horlogerie-Bijouterie;Rue Neuve;5;6000.0;Charleroi;Bijouterie;;
Samira  boutique;Rue Neuve;21;6000.0;Charleroi;Mode;;0466/12.86.43
Excellent Choice;Rue Neuve;29;6000.0;Charleroi;Mode;;0483/02.87.54
Mon Petit Bonheur;Rue Neuve;33;6000.0;Charleroi;Mode;Seconde main;
Croissant Gourmand;Rue Neuve;35-37;6000.0;Charleroi;Boulangerie;;0484/80.96.95
Le Juste Prix;Rue Neuve;40;6000.0;Charleroi;Solderie;;071/50.00.32
La Pépite d'Or;Rue Neuve;43;6000.0;Charleroi;Bijouterie;;071/30.65.87
SA Special;Rue Neuve;54;6000.0;Charleroi;Electronique;Electro-ménager;071/33.43.45 - 0475/89.16.99
Molinier – Pianetti;Rue Turenne;20-22;6000.0;Charleroi;Maison & Décoration;Encadreur;071/31.43.32
Lafayette Radio;Boulevard Paul Janson;19-21;6000.0;Charleroi;Electronique;;071/32.15.20
Au Bazar de Yiruld;Avenue De L'Europe;14;6000.0;Charleroi;Autres;Jeux de société;0478/02.32.04
Dolce Vita;Avenue De L'Europe;18;6000.0;Charleroi;Café;;
Ginion;Galerie Bernard;8;6000.0;Charleroi;Bijouterie;;
VB Coiffure;Galerie Bernard;17;6000.0;Charleroi;Coiffeur;;071/31.66.86
Oxfam Magasin Du Monde;Rue De Montigny;68-70;6000.0;Charleroi;Artisans;Commerce équitable;071/31.80.62
Librairie de Bosquetville;Rue De Montigny;106;6000.0;Charleroi;Librairie;;0484/65.43.19
Les Copin'Up;Rue Du Pont Neuf;72;6000.0;Charleroi;Mode;;0499/34.08.90
Armony Esthétique;Rue Willy Ernst;7-9;6000.0;Charleroi;Bien-être;;0486/56.27.55
La Rhumerie;Rue Willy Ernst;39;6000.0;Charleroi;Café;;0498/45.27.87
Le Privilège;Quai Arthur Rimbaud;37;6000.0;Charleroi;Café;Boîte de nuit;0486/91.60.36
Librairie Molière;Boulevard Tirou;68;6000.0;Charleroi;Librairie;;071/32.89.19
Schamp;Boulevard Tirou;115-117;6000.0;Charleroi;Boulangerie;;071/32.61.01
Le Meuble;Boulevard Tirou;145;6000.0;Charleroi;Maison & Décoration;Meubles;071/32.24.48
Urban Mobile;Boulevard Tirou;177;6000.0;Charleroi;Téléphonie;;071/12.68.72
Jipex;Rue De Marcinelle;19;6000.0;Charleroi;Mode;;0474/83.33.79
Chaussures Lachapelle;Place Verte;5;6000.0;Charleroi;Mode;Chaussures;071/31.69.22
Lapperre!;Boulevard Tirou;18;6000.0;Charleroi;Bien-être;Appareils auditifs;071/31.71.65
Voyages Eole Gigatour;Boulevard Tirou;34;6000.0;Charleroi;Voyages;;071/32.01.32
Gaudi;Boulevard Tirou;36;6000.0;Charleroi;Mode;;071/65.12.90
Dupuis Chaussures;Boulevard Tirou;63-2;6000.0;Charleroi;Mode;Chaussures;071/30.01.24
Tess;Boulevard Tirou;83-85;6000.0;Charleroi;Mode;;071/33.15.58
Le Royal;Boulevard Tirou;89-91;6000.0;Charleroi;Café;;071/65.58.67
Café De Paris;Place Emile Buisset;3;6000.0;Charleroi;Café;;0489/60.44.05
Chapeau;Place De La Digue;31;6000.0;Charleroi;Café;;071/33.22.26
Rizzio coiffure;Rue Du Grand Central;16;6000.0;Charleroi;Coiffeur;;071 70 00 25
Graine De Blé;Rue Du Grand Central;49;6000.0;Charleroi;Boulangerie;;
Bijouterie Polomé;Rue De Dampremy;7;6000.0;Charleroi;Bijouterie;;071/31.40.08
Belle En Ville;Rue De Dampremy;10;6000.0;Charleroi;Mode;;0485/80.58.05
JG Couture;Rue De Dampremy;11;6000.0;Charleroi;Mode;;071/33.30.73
L'Art Des Choix (La Savonnerie);Rue De Dampremy;34;6000.0;Charleroi;Bien-être;;071/30.17.68
Tshirt Mania;Rue De Dampremy;39;6000.0;Charleroi;Mode;;
Omniburo;Rue De Dampremy;62;6000.0;Charleroi;Autres;Fournitures de bureau;071/32.66.27
Beauté Ingrid;Rue De Dampremy;64;6000.0;Charleroi;Bien-être;;0476/90.10.51
Cadeaux De La Fontaine;Rue De Dampremy;86;6000.0;Charleroi;Autres;Cadeaux;071/33.31.18
Shandiz;Rue De La Montagne;4;6000.0;Charleroi;Alimentation générale;;0499/83.79.73
Friterie du Marabout;Rue Nouvelle;1/G;6060.0;Gilly;Snack;;
Boutique « La Nana »;Route de Philippeville;355;6010.0;Couillet;Mode;;
Access Automobile;Chaussée de Châtelet;70;6042.0;Lodelinsart;Voiture;;071/33 44 55
BNP Paribas Fortis;Chaussée de Bruxelles;78;6042.0;Lodelinsart;Banque & Assurance;;071/20 73 10
Carrosserie;Rue du Moulin;37;6042.0;Lodelinsart;Voiture;;071/31 08 90
Casa Pitta's;Chaussée de Bruxelles;376;6042.0;Lodelinsart;Snack;;0465/55 20 94
Centre auditif Veranneman;Chaussée de Bruxelles;139;6042.0;Lodelinsart;Paramédical;;071/31 84 00
Covalux;Chaussée de Bruxelles;104;6042.0;Lodelinsart;Maison & Décoration;;071/ 53 46 98
Ets Eric Jonniaux;Chaussée de Châtelet;247;6042.0;Lodelinsart;Fleuriste;;0475/24 37 45
"Immo ""Mon Toit""";Chaussée de Châtelet;1;6042.0;Lodelinsart;Maison & Décoration;;071/32 10 37
L'Artisan du Pain;Rue de la Croix;50;6042.0;Lodelinsart;Boulangerie;;071/57 85 63
Le Damier;Place Edmond Gilles;9;6042.0;Lodelinsart;Café;;071/31 48 61
Pharmacie des Climbias;Rue Emile Vandervelde;83;6042.0;Lodelinsart;Pharmacie;;071/32 50 43
Pharmacie du Gros-Fayt;Rue Dupret;175;6042.0;Lodelinsart;Pharmacie;;071/41 33 26
Raposo SPRL;Chaussée de Châtelet;266;6042.0;Lodelinsart;Maison & Décoration;;071/27 78 78
Sala & Fils;Rue Emile Vandervelde;148;6042.0;Lodelinsart;Maison & Décoration;;071/32 57 10
Taverne du Coin;Chaussée de Bruxelles;349;6042.0;Lodelinsart;Café;;071/31 27 02
Texaco;Chaussée de Châtelet;400;6042.0;Lodelinsart;Voiture;;0800/29 089
Taverne la Renaissance;Place des Combattants;1;6030.0;Marchienne-au-Pont;Café;;
Pharmacie Piret;Place du Perron;20;6030.0;Marchienne-au-Pont;Pharmacie;;071 51 60 22
Bijouterie Bressan;Place du Perron;45;6030.0;Marchienne-au-Pont;Mode;;071512537
New Taverne des Alliés;Route de Mons;10;6030.0;Marchienne-au-Pont;Café;;
Snack Loudogorie;Route de Mons;2;6030.0;Marchienne-au-Pont;Snack;;
Design Pneu;Route de Mons;36;6030.0;Marchienne-au-Pont;Voiture;;
Z Car 67;Route de Mons;36;6030.0;Marchienne-au-Pont;Voiture;;0492 50 35 93
Le Roi du Matelas;Route de Mons;53;6030.0;Marchienne-au-Pont;Maison & Décoration;;071 30 03 04
Générale Pièces Auto SPRL / API;Route de Mons;63-65;6030.0;Marchienne-au-Pont;Voiture;;071/31.54.00
Pharmacie Collard;Rue  Pierre Bauwens;51;6030.0;Marchienne-au-Pont;Pharmacie;;071 70 35 93
Laverie Melie;Rue de Beaumont;169;6030.0;Marchienne-au-Pont;Lavoir;;0479 31 12 46
Pharmacie Dutron;Rue de Beaumont;233;6030.0;Marchienne-au-Pont;Pharmacie;;071 51 69 98
Epicerie Bigi;Rue de Beaumont;273;6030.0;Marchienne-au-Pont;Alimentation générale;;
Pharmacie Familia;Rue de Beaumont;376;6030.0;Marchienne-au-Pont;Pharmacie;;071/51.51.34
OZ Pneus;Rue de Châtelet;74;6030.0;Marchienne-au-Pont;Voiture;;
Gul Reyhan;Rue de Jumet;171;6030.0;Marchienne-au-Pont;Alimentation générale;;071 30 06 37
C-Deco;Rue de la Providence;17;6030.0;Marchienne-au-Pont;Construction;;
Ets Bullman;Rue de la Providence;17;6030.0;Marchienne-au-Pont;Voiture;;
Aux Ciseaux d'Or;Rue des Bateliers;72;6030.0;Marchienne-au-Pont;Coiffeur;;
Carrosserie Casti;Rue Latérale;25;6030.0;Marchienne-au-Pont;Voiture;;071 30 25 23
Librairie Candie;Rue Léon Dubois;285;6030.0;Marchienne-au-Pont;Librairie;;071 63 45 84
L'Histoire du Pain & Fils;Rue Léon Dubois;354;6030.0;Marchienne-au-Pont;Boulangerie;;
Colruyt;Rue Lieutenant Général Gillain;43;6030.0;Marchienne-au-Pont;Grande surface;;071 30 67 64
En-Co-Re;Rue Eau-sur-Elle;1;6043.0;Ransart;Maison & Décoration;;071/37 71 64
"Snack ""Fun""";Rue Joseph Wauters;46;6043.0;Ransart;Snack;;071/35 04 44
Chêne Tradition;Rue Tayant;12;6043.0;Ransart;Artisans;;071/37.34.75
La Sirène;Rue Masses Diarbois;114;6043.0;Ransart;Bien-être;;071/37.43.64
Lidl;Rue Masses Diarbois;81;6043.0;Ransart;Grande surface;;0800/73 520
Pharmacie du Tailleny;Rue Paul Pastur;156;6043.0;Ransart;Pharmacie;;071 35 16 30
SP Constructions SPRL;Rue Albert Ier;74;6043.0;Ransart;Construction;;0495/48 84 08
Emel Cérémonie;Rue Masses Diarbois;52;6043.0;Ransart;Mode;Cérémonie;071/95 67 75
Pharmaro;Rue Masses Diarbois;46;6043.0;Ransart;Pharmacie;;071 35 15 52
DFI Draux Fabrice Immobilier;Rue Masses Diarbois;31;6043.0;Ransart;Immobilier;;+32 (71) 32.32.99
Coiffeur;Rue Joseph Wauters;54;6043.0;Ransart;Coiffeur;;
Travaux Tolio SPRL;Rue de Soleilmont;48;6043.0;Ransart;Construction;;071 37 24 61
Garage Dullier;Rue de Soleilmont;145;6043.0;Ransart;Voiture;;0477/50 71 41
Garden Sylva;Rue de la Station;68;6043.0;Ransart;Construction;Aménagement extérieur;(+32) 475 44 56 87
PIRET OCCASION;Chaussée de Bruxelles;177;6020.0;Dampremy;Voiture;;071 27 99 00
CAROLO PNEUS;Chaussée de Bruxelles;232;6020.0;Dampremy;Voiture;;
NEW MIRANDA;Chaussée de Bruxelles;66;6020.0;Dampremy;Maison & Décoration;;071 32 06 44
LIBRAIRIE DE LA PLACE;Place de la Crawhez;5;6020.0;Dampremy;Librairie;;071 32 49 83
EUROPEAN CAR;Rue de Gohyssart;63;6020.0;Dampremy;Voiture;;
PHARMACIE MOREAU;Rue de Mons;47;6020.0;Dampremy;Pharmacie;;071 33 29 98
EPICERIE DE LA PLANCHE;Rue de Namur;9;6020.0;Dampremy;Alimentation générale;;
COIFFURE RICCI CAPRICCI;Rue de Courcelles;57;6044.0;Roux;Coiffeur;;0498 32 25 81
COIFFURE PATRICIA;Rue de la Paix;79;6044.0;Roux;Coiffeur;;071 45 81 78
LIDL;Rue de Marchienne;20;6044.0;Roux;Grande surface;;0800 73 520
LE PULL MAN;Rue Edmond Foulon;17;6044.0;Roux;Café;;(+32) 071453831
DE WITTE-VERMEEREN;Rue Emmanuel Jacquet;31;6044.0;Roux;Grossiste;Volaille;071 35 21 21
ALI-ZEN;Rue Gabrielle Petit;4;6044.0;Roux;Bien-être;;
CENTRE CAROLINA;Rue Général Leman;68;6044.0;Roux;Bien-être;;0473 56 42 16
ESTHETIQUE CAROLE;Rue Général Leman;82C;6044.0;Roux;Bien-être;;0475 552904
JASS ALIMENTATION;Rue Général Leman;84;6044.0;Roux;Alimentation générale;;
LAVOIR DU CENTRE;Rue Maréchal Foch;50;6044.0;Roux;Lavoir;;0476 405867
LES DELICES DE LA BRETAGNE;Rue de Leernes;17;6030.0;Goutroux;Boulangerie;;071 54 48 91
PHARMACIE DE GOUTROUX;Rue de Leernes;196;6030.0;Goutroux;Pharmacie;;071 52 44 94
FUNERARIUM CHARLES-RENARD;Place Albert Ier;1/3-5;6031.0;Monceau-sur-Sambre;Funérarium;;071 31 36 62
MULTISTYLE COIFFURE;Route de Trazegnies;174;6031.0;Monceau-sur-Sambre;Coiffeur;;
CONTI;Route de Trazegnies;400;6031.0;Monceau-sur-Sambre;Voiture;Carrosserie;071 30 43 96
LOVE IS IN THE HAIR;Rue de Goutroux;9;6031.0;Monceau-sur-Sambre;Coiffeur;;071 65 05 65
LE HAMEAU;Rue de Landelies;53;6031.0;Monceau-sur-Sambre;Alimentation générale;;
OHT;Rue de Mons;22;6031.0;Monceau-sur-Sambre;Maison & Décoration;Cuisines;071 33 42 57
SAHIKA;Rue de Mons;22;6031.0;Monceau-sur-Sambre;Construction;Chauffage;071 70 19 44
BOULANGERIE EUROPEENNE;Rue de Mons;4;6031.0;Monceau-sur-Sambre;Boulangerie;;071 33 38 95
TAAJ;Rue de Mons;47;6031.0;Monceau-sur-Sambre;Grande surface;;071 50 56 23
GORAYA;Rue des Combattants;33-35;6031.0;Monceau-sur-Sambre;Boucherie;;071 31 37 07
TAVERNE DU MARCHE;Rue des Combattants;4;6031.0;Monceau-sur-Sambre;Café;;
LA MIE GOURMANDE;Rue des Combattants;48A;6031.0;Monceau-sur-Sambre;Boulangerie;;071 32 92 88
DELVAUX;Rue des Combattants;49;6031.0;Monceau-sur-Sambre;Opticien;;071/32.44.11
JCL TOITURES;Rue Emile Vandervelde;172;6031.0;Monceau-sur-Sambre;Construction;Toiture;071 30 24 62
ALDI;Rue Julien Durant;30;6031.0;Monceau-sur-Sambre;Grande surface;;
AUX CHAMPS ELYSEES;Avenue Paul Pastur;281;6032.0;Mont-sur-Marchienne;Mode;Cérémonie;071 32 74 70
BEAUTY TECH;Rue Séraphin Antoine;58;6032.0;Mont-sur-Marchienne;Bien-être;;0471 40 95 40
Boucherie Boseret;Avenue Paul Pastur;162;6032.0;Mont-sur-Marchienne;Boucherie;;071 36 06 32
BOURGEOIS;Rue Pasteur;24;6032.0;Mont-sur-Marchienne;Voyages;;
CASU;Rue de Bomerée;9;6032.0;Mont-sur-Marchienne;Voiture;;071.36.69.38
COIFF ET CO;Avenue Paul Pastur;403;6032.0;Mont-sur-Marchienne;Coiffeur;;(+32) 71 36 07 05
COIFFURE COCO;Rue Pasteur;15;6032.0;Mont-sur-Marchienne;Coiffeur;;
CREA-TIF;Place Roger Desaise;31;6032.0;Mont-sur-Marchienne;Coiffeur;;071 36 34 86
DRAGUET;Avenue Paul Pastur;216;6032.0;Mont-sur-Marchienne;Maison & Décoration;Déco;071 36 15 87
EUROMO;Avenue Paul Pastur;37;6032.0;Mont-sur-Marchienne;Immobilier;;071 42 19 71
GO STOCK;Rue de Zone;22;6032.0;Mont-sur-Marchienne;Construction;Carrelages;071 11 93 70
JP TATOO;Avenue Paul Pastur;152;6032.0;Mont-sur-Marchienne;Tattoo;;071 17 18 60
KODAL;Avenue Paul Pastur;73;6032.0;Mont-sur-Marchienne;Alimentation générale;;071 47 10 55
LE GLEESON;Avenue Paul Pastur;88;6032.0;Mont-sur-Marchienne;Café;;071 95 72 99
LOUIS DELHAIZE;Avenue Paul Pastur;19;6032.0;Mont-sur-Marchienne;Grande surface;;02 201 23 45
LUDO CONSTRUCT;Rue Saint Jacques;80;6032.0;Mont-sur-Marchienne;Construction;;(+32) 498 73 29 88
NEW STYLING;Chaussée de Thuin;107;6032.0;Mont-sur-Marchienne;Coiffeur;;071 47 95 20
NL BEAUTE;Rue Rossignol;5/001;6032.0;Mont-sur-Marchienne;Bien-être;;0474 63 41 74
O2MAX;Avenue Paul Pastur;83;6032.0;Mont-sur-Marchienne;Sport;;071 51 93 95
RIVE GAUCHE;Avenue Paul Pastur;55;6032.0;Mont-sur-Marchienne;Bien-être;;071 43 46 96
TOM & CO;Avenue Paul Pastur;203;6032.0;Mont-sur-Marchienne;Animaux;;071 43 63 99
AD Delhaize;Avenue des Etats-Unis;40;6041.0;Gosselies;Grande surface;;071 35 47 04
Anjali;Rue des Bancroix;16 B;6041.0;Gosselies;Coiffeur;;071/34 08 58
Assugil;Rue Vandervelde;71;6041.0;Gosselies;Banque & Assurance;;071 34 51 76
Auto 10 First (Deversenne);Rue Henri Belyn;76;6041.0;Gosselies;Voiture;;071/344380
Babylon Loveshop;Avenue du Grand Vivier;5;6041.0;Gosselies;Autres;Sex-shop;071/35 42 07
Bristol;Avenue du Chêne Saint Jean;4;6041.0;Gosselies;Mode;;071/35 66 93
Bruyerre;Rue François-Léon Bruyerre;34;6041.0;Gosselies;Chocolatier;;071/250135
C D design;Faubourg de Bruxelles;74;6041.0;Gosselies;Maison & Décoration;Meubles;0496/52 69 20
C&A;Avenue Chêne St Jean;34;6041.0;Gosselies;Mode;;02 257 65 20
Leader Concept;Chaussée de Courcelles;301;6041.0;Gosselies;Maison & Décoration;;071 31 63 59
Carrefour Market;Rue du Calvaire;11;6041.0;Gosselies;Grande surface;;071 35 44 00
Coiffure Harmonie;Rue Tahon;10;6041.0;Gosselies;Coiffeur;;071/357379
Dats 24;Rue Tahon;37;6041.0;Gosselies;Station essence;;02/3635152
Dog Cat Family;Rue des Feuwères;115;6041.0;Gosselies;Animaux;;071 35 07 58
Espace Beauté Neri;Rue Tahon;10;6041.0;Gosselies;Bien-être;;071/355170
European Flight Simulator;Avenue des Etats-Unis;7;6041.0;Gosselies;Loisirs;Simulateur de vol;071/35 61 17
Facq;Chaussée de Fleurus;157;6041.0;Gosselies;Construction;Sanitaires;071/49 29 02
Fleurs Frédéric;Rue Joseph Stranard;12;6041.0;Gosselies;Fleuriste;;071 355 525
Hair Pur;Rue Saint Roch;39;6041.0;Gosselies;Coiffeur;;071/35 32 33
Houdan Cuisines;Rue des Emailleries;4;6041.0;Gosselies;Maison & Décoration;Cuisines;071 34 74 30
Imasec;Rue Tahon;16;6041.0;Gosselies;Mode;Nettoyage à sec;071/374929
Interstell Hair;Rue Tahon;43;6041.0;Gosselies;Coiffeur;;071/353516
Jogging Plus;Rue des Bancroix;8 - 10 B;6041.0;Gosselies;Sport;;071/35 82 45
KAP Meubles;Rue Pont-à-Migneloux;1 b;6041.0;Gosselies;Maison & Décoration;Meubles;071/12 28 47
La Ferme Blanche;Avenue d'Azebois;2;6041.0;Gosselies;Autres;Location de salle;0475/27 64 34
Le Montmartre;Place Albert 1er;5;6041.0;Gosselies;Café;;
Le Victoria;Rue Pont-à-Migneloux;8;6041.0;Gosselies;Autres;Bar à hôtesses;
Les Complices d'Amarante;Rue de la Cabuterre;4;6041.0;Gosselies;Mode;;071/340.906
Medi-Market;Rue de Namur;138 B;6041.0;Gosselies;Pharmacie;;071 34 53 36
Nematec;Rue Astrid;2C;6041.0;Gosselies;Electronique;Electro-ménager;071 35 05 78
Night express;Faubourg de Bruxelles;41;6041.0;Gosselies;Alimentation générale;;(+32) 71 35 13 93
Octa +;Rue Robesse;1;6041.0;Gosselies;Station essence;;071/87 61 10
Orchestra (Prémaman);Rue Tahon;53;6041.0;Gosselies;Mode;Puériculture;071/358699
Planet Parfum;Avenue Chêne St Jean;50;6041.0;Gosselies;Bien-être;Parfums;071 34 68 68
Poker Jeans;Rue de Namur;138;6041.0;Gosselies;Mode;;071 35 25 65
PoltroneSofà;rue de la Renaissance;18;6041.0;Gosselies;Maison & Décoration;Meubles;071 21 70 08
Proximus;Rue des Bancroix;14;6041.0;Gosselies;Téléphonie;;0800/33 800
Q8;Chaussée de Courcelles;75 a;6041.0;Gosselies;Station essence;;03/241 33 00
Richard;Faubourg de Bruxelles;36;6041.0;Gosselies;Boulangerie;;071 37 12 23
Rouge Raphaël;Chausée de Fleurus;36;6041.0;Gosselies;Electronique;Electro-ménager;071/373507
Schamp;Faubourg de Bruxelles;1;6041.0;Gosselies;Boulangerie;;
SCS GGIP;Avenue Franklin Roosevelt;47;6041.0;Gosselies;Construction;Electricité;0475/ 45 72 03
Shell Express;Chaussée de Courcelles;210;6041.0;Gosselies;Station essence;;
Sorescol services;Rue François-Léon Bruyerre;40;6041.0;Gosselies;Grossiste;Restauration;071/347380
SportsDirect.com;Rue des Bancroix;3;6041.0;Gosselies;Sport;;071/69 31 04
Univers du Cuir;Avenue des Etats-Unis;25;6041.0;Gosselies;Maison & Décoration;Salons;071 37 53 75
ASSURANCES JOUNIAUX;ROUTE DE CHATELET;183;6010.0;Couillet;Banque & Assurance;;071/43.84.43
BOULANGERIE ROBETTE;ROUTE DE CHATELET;197;6010.0;Couillet;Boulangerie;;071/16.60.14
LE VESPERAL;ROUTE DE CHATELET;223;6010.0;Couillet;Snack;;0495/13.80.19
LOXAM;ROUTE DE PHILIPPEVILLE;19;6010.0;Couillet;Construction;;071/510210
